Date,Amount,Change Amount,Description,Category
09-20-2020,30621.00,-285.00,book for 6-6-19,spent
09-20-2020,30321.00,-300.00,blanket for 11-9-19,spent
09-20-2020,30207.00,-114.00,book for 6-2-19,spent
09-20-2020,30062.00,-145.00,gas for 2-2-19,spent
09-20-2020,30027.00,-35.00,car for 3-3-19,spent
09-20-2020,29828.00,-199.00,confetti for 4-15-19,spent
09-20-2020,29787.00,-41.00,car for 4-18-19,spent
09-20-2020,29752.00,-35.00,gas for 8-11-19,spent
09-20-2020,29467.00,-285.00,car for 11-15-19,spent
09-20-2020,29393.00,-74.00,bills for 11-10-19,spent
09-20-2020,29143.00,-250.00,bills for 2-15-19,spent
09-20-2020,28989.00,-154.00,antifreeze for 1-14-19,spent
09-20-2020,28767.00,-222.00,blanket for 8-22-19,spent
09-20-2020,28535.00,-232.00,groceries for 3-13-19,spent
09-20-2020,28400.00,-135.00,bills for 6-5-19,spent
09-20-2020,28387.00,-13.00,groceries for 6-28-19,spent
09-20-2020,28198.00,-189.00,bills for 12-28-19,spent
09-20-2020,28057.00,-141.00,blanket for 11-23-19,spent
09-20-2020,28033.00,-24.00,confetti for 5-15-19,spent
09-20-2020,27894.00,-139.00,confetti for 2-23-19,spent
09-20-2020,27671.00,-223.00,confetti for 4-11-19,spent
09-20-2020,27593.00,-78.00,antifreeze for 7-18-19,spent
09-20-2020,27304.00,-289.00,confetti for 9-20-19,spent
09-20-2020,27173.00,-131.00,gas for 7-2-19,spent
09-20-2020,27035.00,-138.00,antifreeze for 10-10-19,spent
09-20-2020,26825.00,-210.00,bills for 1-28-19,spent
09-20-2020,26697.00,-128.00,car for 11-9-19,spent
09-20-2020,26597.00,-100.00,blanket for 10-12-19,spent
09-20-2020,26330.00,-267.00,blanket for 10-25-19,spent
09-20-2020,26304.00,-26.00,book for 4-27-19,spent
09-20-2020,26270.00,-34.00,confetti for 5-6-19,spent
09-20-2020,26128.00,-142.00,antifreeze for 10-20-19,spent
09-20-2020,25973.00,-155.00,antifreeze for 12-18-19,spent
09-20-2020,25686.00,-287.00,hat for 1-18-19,spent
09-20-2020,25649.00,-37.00,groceries for 11-1-19,spent
09-20-2020,25534.00,-115.00,groceries for 9-18-19,spent
09-20-2020,25366.00,-168.00,book for 7-20-19,spent
09-20-2020,25303.00,-63.00,hat for 4-25-19,spent
09-20-2020,25225.00,-78.00,book for 9-8-19,spent
09-20-2020,25186.00,-39.00,book for 12-4-19,spent
09-20-2020,24972.00,-214.00,confetti for 11-15-19,spent
09-20-2020,24766.00,-206.00,antifreeze for 12-9-19,spent
09-20-2020,24663.00,-103.00,car for 10-23-19,spent
09-20-2020,24615.00,-48.00,blanket for 6-7-19,spent
09-20-2020,24440.00,-175.00,car for 5-28-19,spent
09-20-2020,24406.00,-34.00,gas for 4-1-19,spent
09-20-2020,24146.00,-260.00,gas for 7-19-19,spent
09-20-2020,23875.00,-271.00,antifreeze for 10-26-19,spent
09-20-2020,23866.00,-9.00,car for 11-17-19,spent
09-20-2020,23758.00,-108.00,bills for 5-26-19,spent
09-20-2020,24130.00,372.00,refund for 6-13-19,received
09-20-2020,24606.00,476.00,gift for 4-25-19,received
09-20-2020,24819.00,213.00,refund for 8-8-19,received
09-20-2020,25032.00,213.00,gift for 3-13-19,received
09-20-2020,25345.00,313.00,work for 4-25-19,received
09-20-2020,25749.00,404.00,refund for 5-19-19,received
09-20-2020,25929.00,180.00,refund for 2-20-19,received
09-20-2020,26321.00,392.00,work for 11-3-19,received
09-20-2020,26576.00,255.00,gift for 2-3-19,received
09-20-2020,26939.00,363.00,work for 8-1-19,received
09-20-2020,27322.00,383.00,gift for 9-21-19,received
09-20-2020,27649.00,327.00,gift for 5-9-19,received
09-20-2020,27892.00,243.00,refund for 2-23-19,received
09-20-2020,28017.00,125.00,work for 5-17-19,received
09-20-2020,28291.00,274.00,refund for 6-18-19,received
09-20-2020,28651.00,360.00,refund for 2-28-19,received
09-20-2020,28714.00,63.00,gift for 2-15-19,received
09-20-2020,29023.00,309.00,refund for 7-21-19,received
09-20-2020,29290.00,267.00,work for 7-2-19,received
09-20-2020,29529.00,239.00,refund for 9-24-19,received
09-20-2020,28529.00,-1000.00,rent for 1-1-20,spent
09-20-2020,30845.00,2316.00,work for 1-11-20,received
09-20-2020,29845.00,-1000.00,rent for 2-1-20,spent
09-20-2020,31919.00,2074.00,work for 2-11-20,received
09-20-2020,30919.00,-1000.00,rent for 3-1-20,spent
09-20-2020,32441.00,1522.00,work for 3-11-20,received
09-20-2020,31441.00,-1000.00,rent for 4-1-20,spent
09-20-2020,33269.00,1828.00,work for 4-11-20,received
09-20-2020,32269.00,-1000.00,rent for 5-1-20,spent
09-20-2020,33790.00,1521.00,work for 5-11-20,received
09-20-2020,32790.00,-1000.00,rent for 6-1-20,spent
09-20-2020,35202.00,2412.00,work for 6-11-20,received
09-20-2020,34202.00,-1000.00,rent for 7-1-20,spent
09-20-2020,36311.00,2109.00,work for 7-11-20,received
09-20-2020,35311.00,-1000.00,rent for 8-1-20,spent
09-20-2020,37174.00,1863.00,work for 8-11-20,received
09-20-2020,36174.00,-1000.00,rent for 9-1-20,spent
09-20-2020,38850.00,2676.00,work for 9-11-20,received
09-20-2020,37850.00,-1000.00,rent for 10-1-20,spent
09-20-2020,39501.00,1651.00,work for 10-11-20,received
09-20-2020,38501.00,-1000.00,rent for 11-1-20,spent
09-20-2020,41226.00,2725.00,work for 11-11-20,received
09-20-2020,40226.00,-1000.00,rent for 12-1-20,spent
09-20-2020,43176.00,2950.00,work for 12-11-20,received
09-20-2020,42940.00,-236.00,gas for 7-23-20,spent
09-20-2020,42928.00,-12.00,blanket for 1-10-20,spent
09-20-2020,42850.00,-78.00,hat for 9-4-20,spent
09-20-2020,42793.00,-57.00,blanket for 2-10-20,spent
09-20-2020,42663.00,-130.00,blanket for 4-14-20,spent
09-20-2020,42560.00,-103.00,confetti for 5-19-20,spent
09-20-2020,42492.00,-68.00,hat for 10-12-20,spent
09-20-2020,42452.00,-40.00,gas for 7-6-20,spent
09-20-2020,42427.00,-25.00,gas for 12-4-20,spent
09-20-2020,42281.00,-146.00,blanket for 5-27-20,spent
09-20-2020,42161.00,-120.00,groceries for 2-24-20,spent
09-20-2020,42146.00,-15.00,gas for 2-16-20,spent
09-20-2020,41942.00,-204.00,blanket for 8-6-20,spent
09-20-2020,41649.00,-293.00,bills for 3-4-20,spent
09-20-2020,41581.00,-68.00,gas for 6-23-20,spent
09-20-2020,41405.00,-176.00,bills for 11-9-20,spent
09-20-2020,41384.00,-21.00,book for 3-2-20,spent
09-20-2020,41371.00,-13.00,blanket for 2-17-20,spent
09-20-2020,41249.00,-122.00,blanket for 11-9-20,spent
09-20-2020,40988.00,-261.00,antifreeze for 7-15-20,spent
09-20-2020,40916.00,-72.00,antifreeze for 2-6-20,spent
09-20-2020,40822.00,-94.00,gas for 5-2-20,spent
09-20-2020,40700.00,-122.00,car for 5-3-20,spent
09-20-2020,40568.00,-132.00,antifreeze for 10-16-20,spent
09-20-2020,40308.00,-260.00,confetti for 8-28-20,spent
09-20-2020,40037.00,-271.00,groceries for 4-24-20,spent
09-20-2020,39796.00,-241.00,hat for 8-21-20,spent
09-20-2020,39691.00,-105.00,book for 4-10-20,spent
09-20-2020,39536.00,-155.00,antifreeze for 2-5-20,spent
09-20-2020,39452.00,-84.00,confetti for 11-13-20,spent
09-20-2020,39413.00,-39.00,car for 10-20-20,spent
09-20-2020,39404.00,-9.00,groceries for 10-14-20,spent
09-20-2020,39169.00,-235.00,confetti for 10-23-20,spent
09-20-2020,39022.00,-147.00,gas for 8-13-20,spent
09-20-2020,38722.00,-300.00,confetti for 8-8-20,spent
09-20-2020,38467.00,-255.00,blanket for 6-26-20,spent
09-20-2020,38399.00,-68.00,bills for 4-26-20,spent
09-20-2020,38167.00,-232.00,hat for 5-18-20,spent
09-20-2020,38080.00,-87.00,bills for 4-18-20,spent
09-20-2020,37821.00,-259.00,confetti for 8-1-20,spent
09-20-2020,37659.00,-162.00,car for 8-14-20,spent
09-20-2020,37382.00,-277.00,gas for 2-20-20,spent
09-20-2020,37325.00,-57.00,blanket for 11-22-20,spent
09-20-2020,37237.00,-88.00,confetti for 3-5-20,spent
09-20-2020,37098.00,-139.00,car for 3-12-20,spent
09-20-2020,36979.00,-119.00,groceries for 4-24-20,spent
09-20-2020,36842.00,-137.00,book for 2-2-20,spent
09-20-2020,36717.00,-125.00,groceries for 8-18-20,spent
09-20-2020,36668.00,-49.00,blanket for 12-18-20,spent
09-20-2020,36536.00,-132.00,groceries for 9-1-20,spent
09-20-2020,36289.00,-247.00,bills for 6-5-20,spent
09-20-2020,36242.00,-47.00,hat for 11-22-20,spent
09-20-2020,36111.00,-131.00,hat for 9-14-20,spent
09-20-2020,35899.00,-212.00,book for 6-3-20,spent
09-20-2020,35758.00,-141.00,blanket for 6-13-20,spent
09-20-2020,35638.00,-120.00,groceries for 3-8-20,spent
09-20-2020,35564.00,-74.00,groceries for 11-2-20,spent
09-20-2020,35414.00,-150.00,gas for 12-18-20,spent
09-20-2020,35257.00,-157.00,book for 7-5-20,spent
09-20-2020,35168.00,-89.00,car for 12-4-20,spent
09-20-2020,35030.00,-138.00,confetti for 8-19-20,spent
09-20-2020,34771.00,-259.00,hat for 7-15-20,spent
09-20-2020,34594.00,-177.00,gas for 11-28-20,spent
09-20-2020,34446.00,-148.00,hat for 10-4-20,spent
09-20-2020,34393.00,-53.00,bills for 7-1-20,spent
09-20-2020,34252.00,-141.00,book for 12-3-20,spent
09-20-2020,34217.00,-35.00,gas for 6-23-20,spent
09-20-2020,34030.00,-187.00,blanket for 8-10-20,spent
09-20-2020,33933.00,-97.00,hat for 4-15-20,spent
09-20-2020,33814.00,-119.00,groceries for 10-16-20,spent
09-20-2020,33555.00,-259.00,antifreeze for 8-3-20,spent
09-20-2020,33510.00,-45.00,antifreeze for 4-5-20,spent
09-20-2020,33355.00,-155.00,book for 3-10-20,spent
09-20-2020,33149.00,-206.00,groceries for 5-16-20,spent
09-20-2020,32871.00,-278.00,groceries for 6-14-20,spent
09-20-2020,32784.00,-87.00,car for 11-5-20,spent
09-20-2020,32710.00,-74.00,gas for 6-11-20,spent
09-20-2020,32702.00,-8.00,bills for 5-4-20,spent
09-20-2020,32419.00,-283.00,blanket for 8-18-20,spent
09-20-2020,32316.00,-103.00,bills for 2-1-20,spent
09-20-2020,32301.00,-15.00,antifreeze for 2-10-20,spent
09-20-2020,32288.00,-13.00,confetti for 5-4-20,spent
09-20-2020,32006.00,-282.00,bills for 12-23-20,spent
09-20-2020,31744.00,-262.00,book for 6-24-20,spent
09-20-2020,31630.00,-114.00,antifreeze for 12-13-20,spent
09-20-2020,31478.00,-152.00,hat for 9-20-20,spent
09-20-2020,31340.00,-138.00,antifreeze for 8-28-20,spent
09-20-2020,31321.00,-19.00,book for 6-7-20,spent
09-20-2020,31194.00,-127.00,car for 3-18-20,spent
09-20-2020,30897.00,-297.00,car for 4-27-20,spent
09-20-2020,31129.00,232.00,gift for 1-24-20,received
09-20-2020,31259.00,130.00,gift for 6-1-20,received
09-20-2020,31544.00,285.00,gift for 5-7-20,received
09-20-2020,31670.00,126.00,work for 12-4-20,received
09-20-2020,32130.00,460.00,gift for 10-18-20,received
09-20-2020,32528.00,398.00,gift for 4-22-20,received
09-20-2020,32938.00,410.00,gift for 12-4-20,received
09-20-2020,33100.00,162.00,refund for 6-3-20,received
09-20-2020,33595.00,495.00,refund for 6-5-20,received
09-20-2020,33799.00,204.00,work for 10-4-20,received
09-20-2020,34182.00,383.00,gift for 6-15-20,received
09-20-2020,34631.00,449.00,refund for 12-25-20,received
09-20-2020,34983.00,352.00,gift for 4-21-20,received
09-20-2020,35260.00,277.00,gift for 12-15-20,received
09-20-2020,35712.00,452.00,gift for 5-9-20,received
09-20-2020,35981.00,269.00,gift for 2-13-20,received
09-20-2020,36366.00,385.00,gift for 1-2-20,received
09-20-2020,36647.00,281.00,gift for 8-19-20,received
09-20-2020,37075.00,428.00,work for 1-26-20,received
09-20-2020,37559.00,484.00,work for 10-12-20,received
